../RL/res/Base_Result_-os.csv,../RL/res/RL_Result_PPO_os.csv,../RL/res/RL_Cluster_Result_PPO_os.csv,../RL/res/RL_Result_A3C_os.csv,../RL/res/RL_Cluster_Result_A3C_os.csv,../RL/res/RL_Result_PG_os.csv,../RL/res/RL_Cluster_Result_PG_os.csv,../RL/res/RL_Result_PPO_PG_A3C_os.csv,../RL/res/RL_Cluster_Result_PPO_PG_A3C_os.csv
-0.08760402978537013,-0.08760402978537013,0.08760402978537013,-0.08760402978537013,-0.08760402978537013,-0.08760402978537013,0.0,-0.08760402978537013,0.08760402978537013
-4.775022956841139,-4.713804713804714,0.0,-4.713804713804714,-4.713804713804714,-4.713804713804714,0.0,-4.713804713804714,0.0
0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645,0.1467351430667645
0.1852995676343422,0.3088326127239036,0.3088326127239036,0.3088326127239036,0.3088326127239036,0.24706609017912293,0.24706609017912293,0.3088326127239036,0.3088326127239036
-0.4517221908526256,-0.1129305477131564,-0.1129305477131564,-0.4517221908526256,-0.1129305477131564,-0.4517221908526256,-0.1129305477131564,-0.1129305477131564,-0.1129305477131564
0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728,0.12026458208057728
0.12507817385866166,0.12507817385866166,0.12507817385866166,0.12507817385866166,0.12507817385866166,0.0,0.0,0.12507817385866166,0.2501563477173233
0.26746907388833163,0.0,0.26746907388833163,0.26746907388833163,0.26746907388833163,0.26746907388833163,0.26746907388833163,0.26746907388833163,0.26746907388833163
0.4764998917045701,0.0,0.4764998917045701,0.4764998917045701,0.4764998917045701,0.4764998917045701,0.043318171973142736,0.4764998917045701,0.4764998917045701
0.3487966515521451,0.3487966515521451,0.3487966515521451,0.3487966515521451,0.3487966515521451,0.3487966515521451,0.06975933031042902,0.3487966515521451,0.3487966515521451
0.6562756357670222,1.3125512715340444,0.6562756357670222,1.3125512715340444,1.3125512715340444,0.6562756357670222,0.6562756357670222,1.3125512715340444,1.3125512715340444
0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014,0.7389989922741014
1.2776412776412778,1.375921375921376,1.375921375921376,1.375921375921376,1.375921375921376,1.2776412776412778,1.375921375921376,1.375921375921376,1.375921375921376
0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828,0.15653535090007828
1.3097259277225322,1.3097259277225322,1.3097259277225322,1.3097259277225322,1.3097259277225322,1.3097259277225322,1.2612175600291051,1.3097259277225322,1.3097259277225322
0.7267771973654327,0.7722007722007722,0.7267771973654327,0.7267771973654327,0.7267771973654327,0.7267771973654327,0.7267771973654327,0.7267771973654327,0.7722007722007722
0.0,-0.06995452955578874,0.0,0.0,0.0,0.0,0.27981811822315494,0.0,0.27981811822315494
0.5643738977072311,0.5643738977072311,0.5643738977072311,0.5643738977072311,0.5643738977072311,0.5643738977072311,0.28218694885361556,0.5643738977072311,0.5643738977072311
0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844,0.07437709185570844
0.3082455689699461,0.4109940919599281,0.35961983046493706,0.35961983046493706,0.35961983046493706,0.35961983046493706,0.35961983046493706,0.4109940919599281,0.35961983046493706
0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656,0.5811841627315656
1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961,1.464307504575961
0.21420921099607285,0.28561228132809713,0.28561228132809713,0.28561228132809713,0.24991074616208497,0.24991074616208497,0.24991074616208497,0.28561228132809713,0.24991074616208497
0.7327684909548889,0.18319212273872224,0.8701625830089306,0.8243645523242501,0.8243645523242501,0.7327684909548889,0.7327684909548889,0.8243645523242501,0.8701625830089306
1.5804030027657054,1.5804030027657054,1.6594231529039907,1.5804030027657054,1.5804030027657054,1.5804030027657054,1.5804030027657054,1.5804030027657054,1.5804030027657054
0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318,0.23477622890682318
0.18700327255726976,0.18700327255726976,0.3740065451145395,0.2805049088359046,0.2805049088359046,0.18700327255726976,0.18700327255726976,0.3740065451145395,0.2805049088359046
0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221,0.3534817956875221
0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103,0.4743551734361103
-0.24803637866887143,-0.24803637866887143,0.0826787928896238,-0.24803637866887143,-0.24803637866887143,-0.24803637866887143,0.0826787928896238,-0.24803637866887143,0.0
0.425607377194538,0.425607377194538,0.425607377194538,0.425607377194538,0.425607377194538,0.425607377194538,0.425607377194538,0.49654194006029434,0.425607377194538
0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165,0.2306805074971165
0.3611194703581101,0.4213060487511285,0.4213060487511285,0.4213060487511285,0.4213060487511285,0.3611194703581101,0.4213060487511285,0.4213060487511285,0.4213060487511285
0.7669365146996165,0.7669365146996165,0.7669365146996165,0.7669365146996165,0.7669365146996165,0.7669365146996165,0.42607584149978694,0.7669365146996165,0.7669365146996165
0.4388852315119597,0.4388852315119597,0.4388852315119597,0.4388852315119597,0.4388852315119597,0.4388852315119597,0.08777704630239193,0.4388852315119597,0.4388852315119597
0.7976071784646062,0.7976071784646062,0.5982053838484547,0.7976071784646062,0.7976071784646062,0.7976071784646062,0.7976071784646062,0.7976071784646062,0.7976071784646062
0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503,0.8290660814435503
0.2167434299647792,0.0541858574911948,0.5960444324031428,0.2167434299647792,0.2167434299647792,0.2167434299647792,0.4334868599295584,0.2167434299647792,0.4334868599295584
0.07044734061289186,0.3522367030644593,0.3522367030644593,0.14089468122578372,0.3522367030644593,0.14089468122578372,0.14089468122578372,0.14089468122578372,0.3522367030644593
0.8688985433171479,1.0222335803731153,1.0222335803731153,1.0222335803731153,1.0222335803731153,0.9711219013544594,0.9711219013544594,1.0222335803731153,1.0222335803731153
0.5268935236004391,0.5268935236004391,0.570801317233809,0.5268935236004391,0.5268935236004391,0.5268935236004391,0.5268935236004391,0.5268935236004391,0.5268935236004391
1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822,1.0759115361625822
0.38358266206367475,0.46029919447640966,0.46029919447640966,0.46029919447640966,0.46029919447640966,0.46029919447640966,0.38358266206367475,0.46029919447640966,0.46029919447640966
0.7419898819561552,0.7419898819561552,0.8094435075885328,0.7419898819561552,0.7419898819561552,0.7419898819561552,0.7419898819561552,0.7419898819561552,0.8094435075885328
0.2793853522251048,0.2793853522251048,0.2793853522251048,0.2793853522251048,0.2793853522251048,0.4390341249251646,0.2793853522251048,0.2793853522251048,0.4390341249251646
0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697,0.6203687747716697
0.2837885775097552,0.35473572188719404,0.35473572188719404,0.2837885775097552,0.2837885775097552,0.2837885775097552,0.2837885775097552,0.2837885775097552,0.2837885775097552
0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668,0.7947019867549668
0.32533550223668156,0.40666937779585194,0.32533550223668156,0.32533550223668156,0.32533550223668156,0.32533550223668156,0.32533550223668156,0.32533550223668156,0.32533550223668156
0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064,0.28530670470756064
0.279183388588379,0.279183388588379,0.5932647007503054,0.279183388588379,0.558366777176758,0.279183388588379,0.1395916942941895,0.558366777176758,0.558366777176758
0.2729443875810304,0.2047082906857728,0.2729443875810304,0.2729443875810304,0.2729443875810304,0.2729443875810304,0.2729443875810304,0.2729443875810304,0.2729443875810304
0.43360433604336046,0.5420054200542005,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.43360433604336046,0.43360433604336046
0.44370493621741547,0.44370493621741547,0.5546311702717693,0.44370493621741547,0.44370493621741547,0.44370493621741547,0.44370493621741547,0.44370493621741547,0.44370493621741547
0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
0.0,0.23781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.45351473922902497,0.0,0.0,0.0,0.0,0.0,0.0
0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995,0.48721071863580995
0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705,0.1580403002765705
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509,0.574300071787509
-0.6207324643078833,-0.4965859714463066,0.12414649286157665,-0.4965859714463066,-0.4965859714463066,-0.6207324643078833,0.0,-0.4965859714463066,0.0
0.462160600808781,0.462160600808781,0.5777007510109763,0.462160600808781,0.462160600808781,0.462160600808781,0.462160600808781,0.462160600808781,0.462160600808781
0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737,0.08669267446900737
0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744,0.5317128750474744
0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538,0.17754105636928538
